model,subject,question,choice_a,choice_b,choice_c,choice_d,predicted_answer,correct_answer,is_correct
Qwen/Qwen2.5-0.5B,global_facts,"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,B,True
Qwen/Qwen2.5-0.5B,global_facts,In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,C,D,False
Qwen/Qwen2.5-0.5B,global_facts,"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,D,C,False
Qwen/Qwen2.5-0.5B,global_facts,What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,D,B,False
Qwen/Qwen2.5-0.5B,global_facts,"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,B,D,False
Qwen/Qwen2.5-0.5B,global_facts,"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,C,True
Qwen/Qwen2.5-0.5B,global_facts,"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,A,True
Qwen/Qwen2.5-0.5B,global_facts,The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",B,C,False
Qwen/Qwen2.5-0.5B,global_facts,In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,A,True
Qwen/Qwen2.5-0.5B,global_facts,Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,C,B,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,B,A,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",B,C,False
Qwen/Qwen2.5-0.5B,global_facts,Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,B,C,False
Qwen/Qwen2.5-0.5B,global_facts,"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,B,True
Qwen/Qwen2.5-0.5B,global_facts,Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,B,C,False
